"X","Y","Z"
0.87100246308158,0.417843035409522,"A"
-0.1329956156975798,-0.8057727764891204,"A"
0.5050723873732991,-0.7058705767409396,"A"
-0.512598891451636,1.207100571372661,"A"
-0.43087990728991254,0.7376782345363123,"A"
-0.1724293791265066,0.13099898194498036,"A"
-0.9827795706504756,-0.5323772424271498,"A"
0.8641513678731437,-0.6190265015261287,"A"
-0.0061116038667804,0.4338819467959095,"A"
-0.27296341216901104,-1.9174513482813498,"A"
-0.35095955631415177,-0.12923104697174254,"A"
0.8252764956739902,-1.3903794907553917,"A"
1.4015189483234736,0.2167112462640065,"A"
1.4478496858937182,-0.26913331013925934,"A"
1.4582787772054777,-0.5886674364861085,"A"
0.9963572222983661,1.3977305252829724,"A"
-1.0196188916385984,0.9425286391620397,"A"
-1.446202246733535,-0.16430591301278386,"A"
0.7754756056707425,-0.8036385421557587,"A"
-0.8071081622871845,0.4335969874850944,"A"
-1.4056705420942555,-0.42114746817211146,"A"
-0.5408901462713004,-0.28907794157793776,"A"
0.7378315808743959,0.17306875341383438,"A"
-0.8853726233080468,-0.6649222324237432,"A"
-0.9904450018971369,-0.7171621511314883,"A"
-1.1139353764125313,0.07010370562266627,"A"
-0.7867335700740129,1.4717682906164418,"A"
0.5143732042927991,-0.8058877589919906,"A"
0.23697597382284932,-1.5202431756739503,"A"
0.6773402834327671,-0.23151360765232848,"A"
1.2624564484724494,-1.0480691196011238,"A"
0.6611685312491927,0.42839818095680654,"A"
1.1047559715497126,-0.5437599065910756,"A"
-0.1312447922288492,-0.5134042697814518,"A"
-1.261232579709618,0.2932361724998238,"A"
0.025087142517890345,-1.2099026131200479,"A"
-0.8692669135199868,-0.3216782682818341,"A"
2.4697101488871236,-0.12340458169272683,"A"
0.5619291712256829,-1.4799519286828773,"A"
0.3571132902337843,-0.6636848081647693,"A"
-0.5078147324950915,-1.2773756893976773,"A"
0.21507791800967557,-0.017878062404422683,"A"
0.5955813915499144,-0.7229883300469166,"A"
0.3119970124332063,-0.9939008950848193,"A"
-0.868896556615535,0.8962673712726223,"A"
0.10098941783400786,-1.0044378652433164,"A"
-1.0346614139808554,0.9150796336439242,"A"
1.5898179361853833,-0.5405980920124356,"A"
-1.4154582927332116,0.2501614842659523,"A"
1.0031752158778922,0.9099467966162077,"A"
-0.2301271097971414,-0.7022317642981587,"A"
0.4995430016067417,-0.6497683932676768,"A"
-0.23263537286872324,-0.80708346107249,"A"
-0.013456894972947414,0.8176105912758449,"A"
0.8424047661774274,-0.4324697596945363,"A"
0.07208647896031274,-0.046532309757524426,"A"
-1.278017228655808,-0.5711273247267588,"A"
-0.8983056603098487,-1.131245480705584,"A"
-0.8583486959876119,0.45609984696589745,"A"
-1.2263051872239064,-0.46185784366081734,"A"
1.3315364695516814,-1.3963245797611876,"A"
0.5166476035282759,-0.18180460032013357,"A"
0.043507050508012575,0.6564138825609629,"A"
-0.8884743377123363,1.23526240978881,"A"
0.3849782479404041,-0.3564431824081764,"A"
0.957901644701257,1.340034545774188,"A"
-0.46150394909535913,1.1966291166092224,"A"
-0.6124888296705798,0.301782465970088,"A"
1.5446140510005546,-0.567784896043168,"A"
2.197180628555724,-0.7033800796512616,"A"
-0.6470293292743385,1.1228535552390269,"A"
1.0449264774627007,0.7279417681743254,"A"
-0.516636455182011,-2.394139528780326,"A"
0.1804311918064548,-0.2858043073775445,"A"
-1.6789439826591217,0.8135875502313499,"A"
1.3639599373419822,1.483129574519727,"A"
-2.2040808226646442,-0.5036643218559546,"A"
-0.6810022160638665,1.5903718029967437,"A"
0.19127040559701708,-0.30639686553469136,"A"
-0.933687376982578,-0.5090844759454602,"A"
0.7088597475773151,0.12803431218890737,"A"
0.06754023048300338,-0.7438404981657633,"A"
0.25144646029793977,-0.5621380004724901,"A"
-0.41829745091203285,0.8208621507069562,"A"
-1.2449190799160865,-0.7702878212189348,"A"
-0.11228075047025803,1.3536799083932616,"A"
0.41451233646509,1.0887721244980837,"A"
0.9026011904393602,1.178443990082593,"A"
-1.1716512963623753,0.3613668699462325,"A"
-0.030839279155426037,1.024753628587198,"A"
-0.753998105935826,1.0133897131873169,"A"
-0.9994134597952516,0.2325408434233533,"A"
-1.8002694526026883,0.13804387689599162,"A"
-0.5252714329259739,0.8554952640089206,"A"
-1.6807322320449307,0.436351044751931,"A"
-0.15400732374421675,0.2059591477025724,"A"
-0.47218635833733935,-0.4641049465067191,"A"
0.30731414151109077,-0.7220059016912745,"A"
-0.10436946008672324,-0.9150158639552091,"A"
-0.1108156190137825,-0.6198569383378228,"A"
0.23732707854464527,3.2960059035182194,"B"
-2.848105537474656,-4.6051471752383435,"B"
-1.249812449846959,-2.1623141795986336,"B"
-1.0235404273100919,-1.347088216490836,"B"
0.2617617409622341,-1.506464763767726,"B"
-1.423189901138815,-3.947181179990236,"B"
1.3035229181099999,-0.9870383899888882,"B"
1.0732804581267,-0.7907619864952257,"B"
-0.1925782036823695,1.3725655561346206,"B"
1.342066972616932,1.3796713749126908,"B"
2.043146746671248,2.5126434124012746,"B"
1.6513961175526404,-0.2977128771190446,"B"
-0.3570488728787108,0.1688983602132889,"B"
-0.0779457354279983,1.666430352734325,"B"
-0.8976614685911468,-2.3153388079503383,"B"
0.5436370732288272,2.7519646236825053,"B"
1.7546739845938724,0.311241509740056,"B"
-0.24153964829751012,2.2875000375991212,"B"
-1.1116253433418675,1.3172370091350318,"B"
-1.2957119193444304,-0.9789917476414652,"B"
0.4635684067858482,3.236108368372307,"B"
-0.2673023479572738,-1.7840814493360042,"B"
-0.9393949516805123,-2.542668977289045,"B"
0.6605857273734872,0.8001118052335013,"B"
0.10769667314688042,1.9110038543554337,"B"
-0.1821732358710137,1.520053270833098,"B"
-0.5184684954804563,-1.377297885866114,"B"
-0.27139890344122125,0.5820944015374845,"B"
0.16980675353399258,0.669291746170578,"B"
0.1342716957530411,0.20928208546907195,"B"
2.158817721235513,0.5628620087260471,"B"
1.138912285052271,2.6408821988354747,"B"
-0.34460224360249164,-0.3452473514958864,"B"
0.16743856534900423,1.5622262052116727,"B"
1.717453006449189,3.976540972573351,"B"
0.1210444083814129,-0.31640217084207206,"B"
-2.1360714552910127,-2.9514896930875447,"B"
-0.2990993293030026,-0.14042070406452295,"B"
-1.5340251954522344,-1.2272742344631808,"B"
1.066105016449338,-0.3701767063532041,"B"
-0.37558565441123837,1.962029940915541,"B"
-0.3644365453821261,-2.7186660478344824,"B"
-0.04867995365310094,-0.6510714492690866,"B"
2.5219255586798193,2.471302595209035,"B"
1.6375999519858966,1.501418784526537,"B"
0.38967569034865546,-0.6126369273808906,"B"
0.7869322878871268,1.092225416434103,"B"
-1.2764912376599795,-1.3923693269124298,"B"
-0.4048887449869496,-0.3291164752004779,"B"
1.9281811256475228,2.0344660182980294,"B"
-0.6450521620880487,-0.6241614803163315,"B"
1.652723487680764,-1.1605053375152095,"B"
0.6098237315757918,-0.582896478144433,"B"
-2.66897565438414,-3.0010252881910504,"B"
2.818584117175108,0.9572740660146832,"B"
0.6416196765779641,1.6601729908361567,"B"
0.35018839022661313,0.9632262553368928,"B"
-3,1.1125219986362054,"B"
-3.119237879391814,-3,"B"
-0.36373380675463396,-2.2766476215730154,"B"
-0.9150888358567563,0.41908576580985957,"B"
-0.8107294736995984,-2.572220915992894,"B"
2.0993549672956338,2.652619468116105,"B"
-0.9136917572297731,-0.10801987028245191,"B"
0.6413398191223828,-1.183217343784209,"B"
1.4737011234195279,1.588361868799493,"B"
-1.211059924206226,-2.3072480369354382,"B"
-1.5467651494104844,-1.4816034293525109,"B"
-0.7214273992591939,-0.2689721146480943,"B"
0.6206657194537547,-0.7733848371113147,"B"
0.4846605649641298,0.1444633769969379,"B"
-0.45382221969729253,-1.9362139164207757,"B"
0.9046610631150604,-2.025946032857112,"B"
2.0737948431952336,2.958671619661149,"B"
3.2074780602144255,3.886274431589327,"B"
-0.8472375920922479,-2.3092221512570688,"B"
-1.1369133337450779,-3.4177007712487346,"B"
-1.958810155858493,-0.612297283546902,"B"
0.041339939523113024,-0.5142406403854357,"B"
1.76008539679481,2.7949356684793223,"B"
-1.5216678055861157,-2.570512096871338,"B"
0.4762019637740482,1.3640211086607539,"B"
-0.22707477006191001,-2.4044439764965606,"B"
0.004944504414633178,-0.0005230208523319717,"B"
1.1699224538651518,3.4286215485516514,"B"
-0.7635311373119801,-0.7486678323884745,"B"
-1.4734812221919247,-2.5569057055828086,"B"
0.18698093546226893,0.2496940840371038,"B"
1.5565039459029726,2.8820078991153983,"B"
1.0019747537766763,-0.48872689873145186,"B"
-1.0045412677079255,-3.476398279379454,"B"
-1.6979983281728535,-2.6752062597259627,"B"
-0.02518606425248801,-1.583890933432419,"B"
1.5534268370017583,0.6827192709290852,"B"
0.155845408687203,2.074676048098405,"B"
-0.12473559049211999,1.45547100936493,"B"
-0.9019734170674876,-1.798301206869129,"B"
0.31449120117554735,2.6323510695499754,"B"
1.2137124393225835,3.1040794834452834,"B"
-0.014995010307241749,0.7206378974328929,"B"
