"X","Y","Z"
2.2796178070315043,10.070063335278853,"A"
4.294864006219357,6.042624375736285,"A"
5.164124993079826,7.088865292622093,"A"
3.9402416681270376,8.19985261818115,"A"
4.642526092768686,11.116744664986555,"A"
4.484188436901059,9.81387703319277,"A"
6.422099566921705,15.373065752704585,"A"
3.492715001830191,13.189612680031612,"A"
6.169233105529026,4.89321064518114,"A"
3.76515571009922,9.348467423824259,"A"
1.7189095052740382,6.151494967417031,"A"
2.564112315410618,11.572014330629145,"A"
4.530285095216863,9.25448114268571,"A"
4.3702145286594805,10.651338682010298,"A"
2.6684712523792995,7.629201592405272,"A"
6.023111222998097,6.253312330251152,"A"
3.4329472267243992,11.12693086493034,"A"
6.315656319590138,11.172358862050823,"A"
3.4219293890744984,9.115811145513511,"A"
0.9891950836506016,11.381271047282649,"A"
4.990682914138465,12.446641877438573,"A"
4.1182104311316765,14.987010770262739,"A"
4.488675712380341,7.13794161343119,"A"
6.102011464798151,11.638740518559452,"A"
4.682709849224654,7.142285127149734,"A"
4.1450128021943975,9.639406180303606,"A"
7.236248478051619,12.120831997234724,"A"
8.24917193307845,12.828784844755212,"A"
8.78925353272905,10.154524526774056,"A"
6.05696483124423,10.248185825055135,"A"
5.104808392105496,11.419304503974447,"A"
3.304902391241297,7.547783332127576,"A"
4.17611731812298,11.3691137627966,"A"
4.6460735731924965,9.723575490292564,"A"
7.582751587032204,8.621882918578907,"A"
7.126451610364963,12.218708230186339,"A"
3.5085997105316515,8.262568332150453,"A"
7.735564699910846,13.55061112557322,"A"
9.012618626192452,5.4839585820967205,"A"
6.467018159066315,10.366683783571059,"A"
6.137001291375833,13.399679080115433,"A"
3.3871924024152973,8.339728743987752,"A"
5.643333977702205,2.5235335615714494,"A"
1.1421982024788009,3.88299871673925,"A"
7.698468650045573,15.051269888822038,"A"
4.841072157516285,12.015549824386973,"A"
1.8182346903140698,8.444811010430909,"A"
5.864018200193951,12.46316026452523,"A"
5.21728600617825,11.12348202033131,"A"
3.829893654140216,11.724429846257678,"A"
4.065171667690366,15.148626673324923,"B"
10.723527692577315,11.736570594810802,"B"
12.233153127918076,12.685969732795943,"B"
2.942088476710805,16.58820411712181,"B"
10.913762176511048,15.559882042280854,"B"
5.547774309342476,12.583596251240365,"B"
10.695536961017316,10.052341531221382,"B"
5.2510022369356655,12.187264819337205,"B"
9.70157311382428,15.533234518269008,"B"
6.697936927288799,13.391070025119443,"B"
9.520822082230195,11.529907463813043,"B"
3.826020203036979,18.389632508684606,"B"
6.186848786981315,11.098185012485112,"B"
4.12471863744592,16.04968945161776,"B"
4.690386836363281,8.142643701647373,"B"
6.185557070644862,11.425365314228397,"B"
11.329011576928226,9.599949811937735,"B"
12.389639377685102,16.863668551699668,"B"
10.67632517692606,13.425672742397689,"B"
6.773974465810001,14.567820592550149,"B"
12.267641436703077,12.037436975532165,"B"
5.322399326300552,15.878153904397285,"B"
8.356269293580363,14.695517817265987,"B"
6.24818923783169,12.422403483355357,"B"
8.704609087737733,14.231215845675349,"B"
5.643023240138728,14.777108540759789,"B"
8.387183481006401,15.943273692322983,"B"
8.102163033897392,16.792456894876207,"B"
7.080362073609069,12.21386997111536,"B"
11.571720198499854,11.340846089571436,"B"
10.387768720392714,17.345062957869004,"B"
7.357389288136769,15.491429494562968,"B"
4.802683483840809,11.865812573229363,"B"
8.505837055380844,13.260045435179004,"B"
6.736099054680222,12.907209487547053,"B"
12.185645985039281,16.499236285152406,"B"
7.458996786709633,11.706608932149573,"B"
10.085529826004883,11.028338327623302,"B"
9.186829100546973,13.842114149378187,"B"
9.781450604542364,12.273849330059477,"B"
9.731508874618886,11.515397417933297,"B"
9.62564133228594,9.752048826131986,"B"
7.954725660708864,12.460352694107673,"B"
8.503870969435605,13.870528473542977,"B"
